18617,111,8.345588235294118
19489,110,8.279411764705882
23301,87,6.75735294117647
24011,15,1.9926470588235294
24133,51,4375
24921,77,6.095588235294118
25099,53,4.507352941176471
25687,87,6.75735294117647
27829,72,5.764705882352941
27947,94,7.220588235294118
27991,90,6.955882352941177
28149,107,8.080882352941178
28211,55,4.639705882352941
28257,61,5.036764705882353
28537,23,2.522058823529412
28621,85,6625
28625,62,5.102941176470588
28883,26,2.7205882352941178
28891,120,8.941176470588236
28927,93,7.154411764705882
29035,33,3.1838235294117645
29787,91,7.022058823529411
29830,77,6.095588235294118
29868,50,4.3088235294117645
29876,17,2125
29893,103,7.8161764705882355
29974,13,1.8602941176470589
29976,29,2.9191176470588234
30013,0,1.0
30014,62,5.102941176470588
30137,31,3.051470588235294
30187,78,6.161764705882352
30250,38,3.514705882352941
30276,132,9.735294117647058
30279,105,7.9485294117647065
30290,51,4375
30291,19,2.2573529411764706
30296,83,6.49264705882353
30321,71,5.6985294117647065
30363,52,4.4411764705882355
30375,43,3.8455882352941178
30379,54,4.573529411764706
30385,38,3.514705882352941
30415,90,6.955882352941177
30419,63,5.169117647058823
30503,118,8.808823529411764
30524,46,4.044117647058824
30544,55,4.639705882352941
30549,69,5.5661764705882355
30614,29,2.9191176470588234
30649,22,2.4558823529411766
30651,28,2.852941176470588
30709,109,8.213235294117649
30721,37,3.4485294117647056
30738,0,1.0
30740,66,5.367647058823529
30746,21,2.389705882352941
30757,21,2.389705882352941
30850,2,1.1323529411764706
30868,100,7.61764705882353
30885,107,8.080882352941178
30901,74,5.897058823529411
30948,16,2.0588235294117645
30991,78,6.161764705882352
31018,14,1.926470588235294
31051,106,8.014705882352942
31055,2,1.1323529411764706
31091,31,3.051470588235294
31139,2,1.1323529411764706
31143,18,2.1911764705882355
31147,52,4.4411764705882355
31158,39,3.580882352941176
31174,115,8.610294117647058
31181,120,8.941176470588236
31196,51,4375
31221,25,2.6544117647058822
31227,51,4375
31244,9,1.5955882352941178
31251,101,7.6838235294117645
31297,73,5.830882352941177
31318,19,2.2573529411764706
31319,15,1.9926470588235294
31326,51,4375
31374,61,5.036764705882353
31389,74,5.897058823529411
31426,14,1.926470588235294
31440,51,4375
31491,19,2.2573529411764706
31519,14,1.926470588235294
31530,50,4.3088235294117645
31549,10,1.6617647058823528
31560,50,4.3088235294117645
31566,44,3.9117647058823533
31573,40,3.6470588235294117
31578,7,1.463235294117647
31592,90,6.955882352941177
31647,1,1.0661764705882353
31665,94,7.220588235294118
31668,49,4.242647058823529
31704,101,7.6838235294117645
31736,28,2.852941176470588
31738,27,2.786764705882353
31747,13,1.8602941176470589
31754,66,5.367647058823529
31756,48,4.176470588235294
31772,98,7.485294117647059
31777,19,2.2573529411764706
31846,30,2.985294117647059
31865,34,3.25
31909,66,5.367647058823529
31918,55,4.639705882352941
31923,12,1.7941176470588236
31930,29,2.9191176470588234
31973,103,7.8161764705882355
32051,83,6.49264705882353
32065,28,2.852941176470588
32122,106,8.014705882352942
32151,39,3.580882352941176
32153,59,4.904411764705882
32188,123,9.139705882352942
32215,82,6.4264705882352935
32240,44,3.9117647058823533
32251,12,1.7941176470588236
32287,62,5.102941176470588
32323,49,4.242647058823529
32349,10,1.6617647058823528
32359,74,5.897058823529411
32376,53,4.507352941176471
32384,12,1.7941176470588236
32388,1,1.0661764705882353
32409,27,2.786764705882353
32461,4,1.2647058823529411
32481,34,3.25
32566,78,6.161764705882352
33042,23,2.522058823529412
33659,1,1.0661764705882353
