5636	0.0017617005786256135
7	0.0034529574457422933
2057	0.0017865984616362255
522	0.004178232401098159
13837	0.0020434891786307173
10766	0.0018663881818202456
13839	0.0018478894489859902
19	0.1867448363678728
1566	0.012182753619594856
2597	0.002099384987658942
1577	0.004151345742590259
43	0.033121992813760916
32301	0.0018155337280088527
31790	0.001838774867118146
54	0.00391358329708035
1079	0.0033211721593513267
9785	0.0019226025438969273
570	0.008807419397127801
12347	0.0019104208329895316
1802	0.001954625778865179
4672	0.008259291443307355
4162	0.002014297601009504
779	0.0049842790179868935
9737	0.001844946672471861
1095	0.004630798703838429
1096	0.005105052911328048
23309	0.0018974749190657828
8278	0.0018821518135447683
783	0.0018172440915082283
4200	0.002197171193447458
1133	0.002724194746464772
9839	0.001924937391915298
27411	0.0026288084232826744
9338	0.0017575409623617822
2171	0.0028346627909585417
1151	0.0026264316595853714
1152	0.0021951176375638822
1153	0.002070032796872185
7303	0.001987386943517613
7305	0.0020332862629933667
650	0.0029805142713972823
8331	0.0022456671790497575
29325	0.0024758106688719233
365	0.0018523203920630916
2704	0.0020851340181293546
22677	0.002636924939812749
1180	0.002212998101654963
2725	0.0019075785882419593
2726	0.001902886576388875
6312	0.0018874890892922717
370	0.002077570815893106
33454	0.0017894992839993103
693	0.0018982747989129273
3254	0.001817567742162445
1082	0.0020340362962242837
13601	0.03611604836730823
4808	0.0018094181757976203
1740	0.0017619747673158453
467	0.05974300335276571
1745	0.0017564708196710767
17187	0.0038669909553341666
2262	0.0017597153160873588
5348	0.0022676367963420617
9963	0.005460047825361042
1774	0.0023385292622690556
23281	0.004965879712781453
3315	0.001776572419350665
34036	0.0020596965716087653
19191	0.004024953830667957
19193	0.002902171990666373
19195	0.0031417232590500474
29437	0.0017818370996933457
767	0.001933830899850341
1794	0.001865380076782158
1795	0.002031261825088108
1796	0.002195502780393862
32005	0.00228868747821265
1288	0.003571057687769722
1289	0.0027617585899348336
1290	0.0023043345496520443
1803	0.0020184235333435573
780	0.004735018919438137
781	0.007809101664752742
18989	0.0018480665345299457
3859	0.002720991385747722
28955	0.0017564708196710767
2010	0.001848303800994464
801	0.057267347540243416
10531	0.002111019542084153
6438	0.004080106425131389
7471	0.001997555707975716
2364	0.001829455303906916
2698	0.0019924234970955705
28479	0.002283880057892076
320	0.0025234021320129736
1346	0.0023305147731062232
6467	0.008532728535092985
324	0.0054199172745225425
6198	0.002008010502726622
1350	0.0023088423272665764
1351	0.0019856868591028518
1352	0.002912492357746444
12343	0.0019506841991295042
1506	0.006057619776997656
29837	0.002576022885518128
3921	0.001795901658374296
1363	0.00725280010044489
1364	0.008338982098055479
1365	0.016773007372751475
1366	0.004373904667301563
1367	0.006312205744551241
1368	0.0021481060112104643
21339	0.0051913468441012545
1372	0.0040531182201922564
9786	0.0019218717019546844
5075	0.0021310280229166574
4447	0.0035049737573637045
2449	0.004690673353132794
20329	0.0019112447285239806
10090	0.0021731093590641928
21867	0.0021730160038381826
5997	0.001893183613457916
2414	0.00193168464877918
30066	0.001773759440964579
2933	0.0018999923494609266
3448	0.0019967686911960556
31617	0.0017593852579850726
16774	0.0027458253448130483
31630	0.00222242266622113
14735	0.002708206071209437
31633	0.001971946115528344
323	0.006715629329017189
916	0.002065125096786382
917	0.0024529064015170617
407	0.0024271711792589567
9028	0.0017564708196710767
8609	0.0030988782001101145
1959	0.0019102874787354253
424	0.002738812476223003
937	0.002212774916351013
4522	0.0017963693749320658
21419	0.0036464612134124723
1456	0.0018319640537356923
2901	0.0020342126603149885
2994	0.003678232225675914
17843	0.0018712196285976292
3000	0.002018119617884763
958	0.0028210799594283087
10689	0.0021506334519972806
10693	0.0021576263857872504
5578	0.0019484309379377044
33741	0.001821455518278037
1998	0.0020272081709570657
10703	0.0022354017957221376
2512	0.002063730065351784
2513	0.0019582586066171958
2514	0.0024710976291565023
2515	0.002100951290147478
468	0.01049143276782376
18389	0.001879579556510116
3545	0.002263732542321028
3546	0.0017564708196710767
3547	0.0021387406440565465
2013	0.0025713574649238887
2014	0.0029970296076213044
1505	0.00372779992206485
5090	0.0017708089427439352
3614	0.0024054613061514816
6636	0.0017881933516770512
493	0.0027375472287207766
2011	0.0020117845020561327
3574	0.0021336047306886653
7160	0.0017602950800033764
5460	0.011206009005378423
30714	0.0018619713243058767
1535	0.1205359166901144
12117	0.002973638842813012
